"","Sample_1_1","Sample_1_2","Sample_1_3","Sample_1_4","Sample_2_1","Sample_2_2","Sample_2_3","Sample_2_4"
"ENSG00000229188",0,0,0,0,0,0,0,0
"ENSG00000306233",0,2,0,0,1,0,1,0
"ENSG00000285796",28,53,37,45,22,26,41,26
"ENSG00000306251",0,0,0,0,0,0,0,0
"ENSG00000218018",4,6,12,12,3,1,2,4
"ENSG00000306282",0,1,0,0,0,1,0,1
"ENSG00000234967",0,0,0,0,0,0,3,1
"ENSG00000306324",0,0,0,0,0,0,0,0
"ENSG00000306327",27,32,13,18,35,38,25,35
"ENSG00000306353",0,0,1,0,0,0,0,0
"ENSG00000306358",0,0,0,0,0,0,0,0
"ENSG00000306373",0,0,0,0,0,0,0,0
"ENSG00000306385",0,0,0,0,0,0,0,0
"ENSG00000306407",0,0,0,0,0,0,0,0
"ENSG00000306411",0,0,0,0,0,0,0,0
"ENSG00000306442",0,0,0,0,0,0,0,0
"ENSG00000287752",0,0,0,0,0,0,0,0
"ENSG00000236559",0,1,1,0,1,0,0,2
"ENSG00000306557",0,0,0,0,0,0,0,0
"ENSG00000306582",0,0,0,0,0,0,0,0
"ENSG00000261411",0,0,0,0,0,0,0,0
"ENSG00000306634",0,2,1,0,0,0,1,0
"ENSG00000306635",0,0,0,0,0,2,0,0
"ENSG00000306668",0,0,0,0,0,0,0,0
"ENSG00000306724",0,0,0,0,0,0,0,0
"ENSG00000306877",0,0,0,0,0,0,0,0
"ENSG00000259974",510,873,674,748,12,9,6,2
"ENSG00000306887",0,0,0,0,0,0,0,0
"ENSG00000306995",1,0,0,0,0,0,0,0
"ENSG00000306999",1,6,6,4,6,9,6,1
"ENSG00000307016",2,0,2,1,1,4,3,7
"ENSG00000307052",0,0,0,0,0,0,0,0
"ENSG00000290777",0,1,0,0,0,0,0,0
"ENSG00000307125",0,0,0,0,0,0,0,0
"ENSG00000307134",0,0,0,0,0,0,0,0
"ENSG00000307156",0,0,0,0,0,0,0,0
"ENSG00000307170",0,0,0,0,0,0,0,0
"ENSG00000231604",0,0,0,0,0,0,0,0
"ENSG00000234139",2,0,1,2,2,2,0,1
"ENSG00000307171",0,0,0,0,0,0,0,0
"ENSG00000307197",0,0,0,0,0,0,0,0
"ENSG00000307207",0,0,0,0,0,0,0,0
"ENSG00000307219",0,0,0,0,0,0,1,0
"ENSG00000230753",2,0,0,3,0,0,0,1
"ENSG00000307286",0,0,0,0,0,0,0,0
"ENSG00000307351",0,0,0,0,0,0,0,0
"ENSG00000307354",0,0,0,0,0,0,0,0
"ENSG00000232442",58,92,64,45,123,106,91,96
"ENSG00000307369",0,0,0,0,0,0,0,0
"ENSG00000307442",0,0,0,0,0,0,0,0
"ENSG00000307491",0,0,0,0,0,0,0,0
"ENSG00000307509",0,1,1,0,0,0,1,0
"ENSG00000286470",0,0,2,0,0,1,1,0
"ENSG00000268628",0,3,1,2,3,5,3,0
"ENSG00000307564",0,0,0,0,0,0,0,0
"ENSG00000235166",0,0,0,0,0,0,0,0
"ENSG00000224008",0,0,0,0,0,0,0,0
"ENSG00000307629",0,0,0,0,0,0,0,0
"ENSG00000307644",1,2,2,0,1,0,1,0
"ENSG00000307647",0,0,0,0,0,0,0,0
"ENSG00000307683",0,0,1,0,0,0,0,0
"ENSG00000287478",0,0,0,0,0,0,0,0
"ENSG00000307735",0,0,0,0,0,0,0,0
"ENSG00000223891",99,111,108,96,119,97,110,105
"ENSG00000307782",0,0,0,0,0,0,0,0
"ENSG00000307813",0,0,0,0,0,0,0,0
"ENSG00000307826",0,0,0,0,0,0,2,0
"ENSG00000307850",0,0,0,0,0,0,0,0
"ENSG00000307878",0,0,0,0,0,0,0,0
"ENSG00000231934",0,3,1,2,0,0,0,0
"ENSG00000307965",1,0,0,1,0,4,2,0
"ENSG00000205611",8,7,4,8,0,3,2,2
"ENSG00000308007",0,0,0,0,0,0,0,0
"ENSG00000308048",0,0,0,0,0,0,0,0
"ENSG00000225417",0,0,0,1,0,0,0,0
"ENSG00000308090",0,0,0,0,0,0,0,0
"ENSG00000291000",0,0,0,0,0,0,0,0
"ENSG00000288843",1,0,0,0,0,0,0,0
"ENSG00000308203",3,1,3,2,0,0,0,0
"ENSG00000308209",0,0,0,0,0,0,0,0
"ENSG00000308229",0,0,0,0,0,0,0,0
"ENSG00000225127",21,28,26,31,2,1,6,1
"ENSG00000308339",2,0,0,0,0,0,3,0
"ENSG00000283405",13,17,24,8,0,2,2,2
"ENSG00000308375",0,0,0,0,0,0,0,0
"ENSG00000289072",0,1,0,0,0,0,0,0
"ENSG00000308435",0,0,0,0,0,0,0,0
"ENSG00000308451",0,0,0,0,0,0,0,0
"ENSG00000228888",0,0,0,0,1,0,0,0
"ENSG00000286740",0,0,0,0,0,0,0,0
"ENSG00000308560",0,0,0,0,0,0,0,0
"ENSG00000308686",0,0,0,0,0,0,0,0
"ENSG00000308719",0,0,0,0,0,0,0,0
"ENSG00000308727",0,0,0,0,1,0,0,0
"ENSG00000275852",0,0,0,0,0,0,0,0
"ENSG00000177410",88,150,108,132,116,106,135,90
"ENSG00000308899",0,0,0,0,0,0,0,0
"ENSG00000308907",0,0,0,0,0,0,0,0
"ENSG00000308928",0,0,0,0,0,0,1,0
"ENSG00000286865",0,1,0,0,0,0,1,0
"ENSG00000287850",0,0,0,0,0,0,0,0
"ENSG00000309004",0,0,0,0,0,0,1,0
"ENSG00000309008",0,0,0,4,1,1,1,0
"ENSG00000309011",0,3,1,3,0,2,3,2
"ENSG00000286179",0,1,0,0,0,0,0,0
"ENSG00000309024",0,0,0,0,0,0,0,0
"ENSG00000237423",15,14,16,14,6,1,6,15
"ENSG00000229522",1,4,2,2,0,1,1,1
"ENSG00000289875",2,1,1,1,0,0,0,1
"ENSG00000309072",0,0,0,0,0,0,0,0
"ENSG00000309136",0,0,0,0,0,0,0,0
"ENSG00000309203",0,0,0,0,0,0,0,0
"ENSG00000228340",1,0,1,0,0,0,1,0
"ENSG00000309272",0,0,0,0,0,0,0,0
"ENSG00000309276",0,0,2,0,0,0,0,0
"ENSG00000309290",0,0,0,0,0,0,0,0
"ENSG00000235958",0,1,1,1,1,0,0,5
"ENSG00000309312",0,0,0,0,0,0,0,0
"ENSG00000309339",0,0,0,0,0,0,0,0
"ENSG00000290421",0,0,0,1,1,0,0,4
"ENSG00000225479",0,0,0,0,0,0,0,0
"ENSG00000309405",0,0,0,0,0,0,0,0
"ENSG00000309571",0,0,0,0,0,0,0,0
"ENSG00000309600",0,0,0,0,0,0,0,0
"ENSG00000291100",74,132,72,69,101,95,80,58
"ENSG00000309737",0,1,0,0,1,0,1,0
"ENSG00000289492",0,1,0,1,0,0,1,0
"ENSG00000309883",0,0,0,0,1,0,1,1
"ENSG00000309911",0,0,0,0,0,0,0,0
"ENSG00000309924",8,22,4,11,41,27,20,20
"ENSG00000309927",0,1,0,0,0,1,0,0
"ENSG00000309956",0,5,2,1,0,1,1,0
"ENSG00000233508",0,0,0,0,0,0,0,0
"ENSG00000290901",4,5,5,1,6,17,23,14
"ENSG00000310019",14,25,26,25,32,42,38,19
"ENSG00000310043",0,0,0,0,0,0,0,0
"ENSG00000310054",0,0,0,0,0,0,0,1
"ENSG00000310076",0,0,0,0,0,0,0,0
"ENSG00000310230",3,0,1,0,3,4,2,2
"ENSG00000310298",0,0,0,0,0,0,0,0
"ENSG00000228959",0,0,0,0,0,0,0,0
"ENSG00000310389",1,0,1,0,0,0,1,0
"ENSG00000310403",0,0,0,0,0,0,0,0
"ENSG00000293461",0,2,0,4,0,0,0,1
"ENSG00000310436",1,8,3,4,6,5,4,4
"ENSG00000310479",0,0,0,0,0,0,0,0
"ENSG00000310489",0,0,0,0,0,0,0,0
"ENSG00000233077",0,1,0,0,0,0,0,0
"ENSG00000310500",0,0,0,0,0,0,0,0
"ENSG00000310504",0,0,0,0,0,0,0,0
"ENSG00000303540",0,0,0,1,0,0,0,1
"ENSG00000305558",0,0,0,0,0,0,0,0
"ENSG00000289199",0,0,0,0,0,0,0,0
"ENSG00000295546",0,0,0,0,0,0,0,0
"ENSG00000307191",0,0,0,0,0,0,0,0
"ENSG00000295518",0,0,0,0,2,0,0,0
"ENSG00000125816",2,0,0,1,0,0,0,0
"ENSG00000225280",0,0,0,0,0,0,0,0
"ENSG00000223128",0,0,0,0,0,0,0,0
"ENSG00000226405",0,0,0,0,0,0,0,0
"ENSG00000278041",16,29,16,19,0,1,0,0
"ENSG00000227693",0,0,0,0,0,0,0,0
"ENSG00000125820",34,42,46,48,2,0,1,1
"ENSG00000258197",0,1,1,1,3,0,0,0
"ENSG00000279082",0,0,0,0,0,0,0,0
"ENSG00000297766",4,2,3,2,0,0,0,0
"ENSG00000289431",3,4,4,3,0,0,0,0
"ENSG00000233492",1,5,2,1,0,0,0,0
"ENSG00000297859",0,0,0,0,0,0,0,0
"ENSG00000280350",0,0,0,0,0,0,0,0
"ENSG00000297722",0,0,0,0,0,0,0,0
"ENSG00000297835",0,0,0,0,0,0,0,0
"ENSG00000303376",0,0,0,0,0,0,0,0
"ENSG00000303396",0,0,0,0,0,0,0,0
"ENSG00000300060",0,0,0,0,0,0,0,0
"ENSG00000303964",0,0,0,0,0,0,0,0
"ENSG00000299804",0,0,0,0,0,0,0,0
"ENSG00000274507",0,0,0,0,0,0,0,0
"ENSG00000276952",3,4,3,2,5,5,4,2
"ENSG00000158480",177,273,191,157,222,198,248,190
"ENSG00000199490",0,0,0,0,0,0,0,0
"ENSG00000269103",0,0,0,0,0,0,0,0
"ENSG00000124226",301,485,324,338,346,319,342,285
"ENSG00000308226",0,0,0,0,0,0,0,0
"ENSG00000229222",0,1,3,1,4,6,0,1
"ENSG00000206710",0,0,0,0,0,0,0,0
"ENSG00000124216",16,47,46,34,9,12,18,20
"ENSG00000293596",0,0,0,0,0,0,0,0
"ENSG00000295354",0,0,0,0,0,0,0,0
"ENSG00000231265",0,0,0,0,0,0,0,0
"ENSG00000306218",0,0,0,0,0,0,0,0
"ENSG00000306197",0,3,0,0,0,0,0,0
"ENSG00000306244",0,0,0,0,0,0,0,0
"ENSG00000230492",0,0,0,0,0,0,0,0
"ENSG00000234646",0,0,0,0,0,0,0,0
"ENSG00000296483",0,0,0,0,0,0,0,0
"ENSG00000296463",0,0,0,0,0,0,0,0
"ENSG00000303426",0,0,0,0,0,0,0,0
"ENSG00000307774",0,0,0,0,0,0,0,0
"ENSG00000233746",0,0,0,0,0,0,0,0
"ENSG00000296285",0,0,0,0,0,0,0,0
"ENSG00000297882",0,0,0,0,0,0,0,0
"ENSG00000295432",0,0,0,0,0,0,0,0
"ENSG00000301398",0,0,0,0,0,0,0,0
"ENSG00000230387",0,0,0,0,0,0,0,0
"ENSG00000294029",0,0,0,0,0,0,0,0
"ENSG00000305230",0,0,0,0,0,0,0,0
"ENSG00000125810",0,2,0,0,1,2,0,1
"ENSG00000278595",0,2,1,0,0,0,0,0
"ENSG00000270838",0,0,0,0,0,0,0,0
"ENSG00000296301",0,0,0,0,0,0,0,0
"ENSG00000282995",0,0,0,0,0,0,0,0
"ENSG00000296299",2,5,7,7,9,5,6,6
"ENSG00000204662",0,0,0,0,0,0,0,0
"ENSG00000295004",0,0,0,0,0,0,0,0
"ENSG00000232333",0,0,0,0,0,0,0,0
"ENSG00000294980",1,0,0,1,0,0,0,0
"ENSG00000282870",0,0,0,0,0,0,0,0
"ENSG00000303016",0,0,0,0,0,0,0,0
"ENSG00000238151",0,0,0,0,0,0,0,0
"ENSG00000308022",0,2,0,2,0,1,2,0
"ENSG00000149531",0,0,0,0,0,0,0,0
"ENSG00000287288",19,31,14,21,46,30,44,33
"ENSG00000283123",0,0,0,0,0,0,0,0
"ENSG00000296330",0,0,0,0,0,0,0,0
"ENSG00000237121",0,0,0,0,0,0,0,0
"ENSG00000237555",0,0,0,0,0,0,0,0
"ENSG00000295701",0,0,0,0,0,0,0,0
"ENSG00000101278",0,0,0,0,0,0,0,0
"ENSG00000300753",0,0,0,0,0,0,0,0
"ENSG00000230772",0,0,0,0,0,0,0,0
"ENSG00000226465",20,46,28,22,23,39,53,23
"ENSG00000250090",0,0,0,0,0,0,0,0
"ENSG00000175170",37,58,55,38,58,45,51,61
"ENSG00000223750",0,0,0,0,0,0,0,0
"ENSG00000286288",4,9,4,1,10,5,8,6
"ENSG00000234282",0,0,0,0,0,0,0,0
"ENSG00000204556",0,0,0,0,0,0,0,0
"ENSG00000125804",10,10,5,3,5,7,12,3
"ENSG00000225657",0,0,0,0,0,0,0,0
"ENSG00000214541",0,0,0,0,0,0,0,0
"ENSG00000087510",33,36,47,32,0,0,0,0
"ENSG00000252091",0,0,0,0,0,0,0,0
"ENSG00000241821",0,0,0,0,0,0,0,0
"ENSG00000237000",0,0,0,0,0,0,0,0
"ENSG00000293847",1,2,1,2,4,3,2,6
"ENSG00000302022",0,0,0,0,0,0,0,0
"ENSG00000230226",2,9,4,4,5,5,1,6
"ENSG00000302611",12,11,8,15,22,11,12,14
"ENSG00000129988",0,1,2,0,0,0,1,0
"ENSG00000275285",0,0,0,0,0,0,0,0
"ENSG00000224635",3,2,9,6,6,7,11,8
"ENSG00000275401",3,1,1,1,1,2,1,2
"ENSG00000196756",69,96,103,80,124,125,120,100
"ENSG00000277034",0,0,0,0,0,0,0,0
"ENSG00000235408",1,3,1,3,1,5,5,4
"ENSG00000225091",0,0,0,0,0,0,0,0
"ENSG00000201512",0,0,0,0,0,0,0,0
"ENSG00000200354",0,0,0,0,0,0,0,0
"ENSG00000201811",0,0,0,0,0,0,0,0
"ENSG00000174365",97,164,147,120,167,159,167,143
"ENSG00000302935",0,0,0,0,0,0,0,0
"ENSG00000302965",0,0,0,0,0,0,0,0
"ENSG00000303576",0,0,0,0,0,0,1,0
"ENSG00000289837",2,2,1,1,0,0,1,1
"ENSG00000275358",0,0,0,0,0,0,0,0
"ENSG00000100987",2,0,0,0,0,0,0,1
"ENSG00000225069",0,0,0,0,0,0,0,0
"ENSG00000230725",3,1,2,2,0,6,6,4
"ENSG00000225344",0,0,0,0,0,0,0,0
"ENSG00000197586",793,1085,709,735,1225,1094,1272,1034
"ENSG00000202414",0,0,0,0,0,0,0,0
"ENSG00000279322",0,0,0,0,0,0,0,0
"ENSG00000277938",13,23,14,26,37,37,42,29
"ENSG00000298160",0,0,0,0,0,0,0,0
"ENSG00000297829",0,0,0,0,0,0,0,0
"ENSG00000297275",0,0,0,0,0,1,0,0
"ENSG00000289848",0,0,1,1,0,1,0,0
"ENSG00000289895",0,0,0,0,0,0,0,0
"ENSG00000304477",0,0,0,0,0,0,0,0
"ENSG00000222874",0,0,0,0,0,0,0,0
"ENSG00000235922",0,0,0,0,0,0,0,0
"ENSG00000064655",150,203,95,84,3,0,2,2
"ENSG00000236028",0,0,0,0,0,0,0,0
"ENSG00000226769",0,0,0,0,0,0,0,0
"ENSG00000239783",0,0,0,0,0,0,0,0
"ENSG00000215450",0,0,0,1,0,0,0,0
"ENSG00000264901",0,0,0,0,0,0,0,0
"ENSG00000101040",856,1141,1128,984,1738,1678,1936,1502
"ENSG00000267882",0,2,2,2,1,3,0,1
"ENSG00000273451",0,7,6,5,1,3,7,10
"ENSG00000231119",8,1,7,2,14,7,7,5
"ENSG00000130589",260,438,293,242,90,108,97,113
"ENSG00000269846",0,0,0,0,0,0,1,0
"ENSG00000305018",4,6,2,7,17,7,7,5
"ENSG00000310099",0,0,1,0,0,0,1,2
"ENSG00000101353",37,74,45,43,42,56,48,42
"ENSG00000295904",0,0,0,0,0,0,0,0
"ENSG00000295917",2,0,0,0,0,0,0,1
"ENSG00000309781",1,2,2,0,2,0,1,0
"ENSG00000087460",29268,41071,28159,29859,40011,27900,34103,28781
"ENSG00000308438",1,0,0,0,0,0,0,2
"ENSG00000308239",0,0,0,0,0,0,0,0
"ENSG00000124205",4,8,4,8,0,2,3,5
"ENSG00000225129",0,0,0,0,0,0,0,0
"ENSG00000230352",0,0,0,0,0,0,0,0
"ENSG00000101210",4362,5851,4032,4131,5694,5126,5447,4776
"ENSG00000294109",0,0,0,0,0,0,0,0
"ENSG00000241721",0,0,0,0,0,0,0,0
"ENSG00000308538",0,0,0,0,0,0,0,4
"ENSG00000236352",0,0,0,0,0,0,0,0
"ENSG00000099812",49,50,47,23,11,16,19,10
"ENSG00000266971",0,0,0,0,0,0,0,0
"ENSG00000267792",0,0,0,0,0,0,0,0
"ENSG00000116017",289,496,337,312,206,228,284,245
"ENSG00000275162",1,0,0,0,2,1,1,1
"ENSG00000064932",1095,1624,1065,1041,225,201,227,228
"ENSG00000183186",536,780,535,583,521,436,478,472
"ENSG00000279653",0,0,0,0,1,0,0,0
"ENSG00000205922",325,542,258,238,91,775,558,530
"ENSG00000282542",0,0,0,0,0,0,0,0
"ENSG00000275468",7,1,1,1,4,4,4,4
"ENSG00000267443",0,1,0,1,1,2,0,0
"ENSG00000099864",3575,5040,3174,3258,2837,2739,3123,2861
"ENSG00000125910",2,3,2,3,2,0,1,4
"ENSG00000125912",476,666,419,445,464,342,421,381
"ENSG00000011132",106,168,128,116,141,98,97,85
"ENSG00000105289",3,4,4,2,3,12,7,4
"ENSG00000105694",0,0,0,0,0,0,0,0
"ENSG00000282798",0,0,0,0,0,0,0,0
"ENSG00000266938",0,0,0,0,0,0,0,0
"ENSG00000267138",1,4,2,1,1,3,0,3
"ENSG00000167476",2,0,3,1,3,0,1,5
"ENSG00000105428",1,1,0,0,0,0,4,0
"ENSG00000031823",684,946,687,738,794,722,742,657
"ENSG00000267551",0,0,0,0,0,0,0,0
"ENSG00000176533",96,143,127,148,186,199,265,218
"ENSG00000105248",149,172,122,145,189,210,172,183
"ENSG00000060558",3,0,1,0,0,0,2,1
"ENSG00000160633",702,945,721,691,1040,901,917,833
"ENSG00000267412",0,0,0,0,3,0,2,0
"ENSG00000267205",0,0,0,0,0,0,0,0
"ENSG00000171105",359,547,405,409,818,752,883,673
"ENSG00000161082",1692,2614,1642,1518,2663,2329,2772,2444
"ENSG00000141968",0,0,0,0,0,0,0,2
"ENSG00000267749",0,0,0,0,0,1,1,0
"ENSG00000266989",0,0,0,0,0,0,0,0
"ENSG00000105278",79,127,67,80,71,126,118,104
"ENSG00000267139",0,0,0,0,0,0,0,0
"ENSG00000267214",0,0,0,0,0,0,0,0
"ENSG00000269425",0,1,0,0,0,0,0,0
"ENSG00000175691",32,47,35,50,60,42,40,29
"ENSG00000088256",840,1214,759,723,758,740,743,669
"ENSG00000133243",1360,2151,1375,1484,2039,1811,2313,2078
"ENSG00000007264",7,10,10,8,9,18,18,23
"ENSG00000266944",0,0,0,0,0,0,0,0
"ENSG00000267148",0,0,0,0,0,0,0,0
"ENSG00000183617",103,147,108,117,120,82,117,87
"ENSG00000129932",116,170,103,104,163,144,157,177
"ENSG00000074842",385,387,350,366,237,181,207,209
"ENSG00000213726",0,0,0,0,0,0,0,0
"ENSG00000065989",177,241,164,159,347,380,442,400
"ENSG00000267241",0,0,0,0,0,0,0,0
"ENSG00000105137",242,353,262,245,7,11,5,7
"ENSG00000160994",0,0,0,0,0,0,0,0
"ENSG00000127529",0,0,0,0,0,0,0,0
"ENSG00000267135",0,0,0,0,0,0,0,0
"ENSG00000186204",1,1,2,1,0,0,0,0
"ENSG00000198367",0,0,0,0,0,0,0,0
"ENSG00000105135",404,487,420,420,625,528,496,541
"ENSG00000186526",0,0,0,0,0,0,0,0
"ENSG00000269787",0,0,0,0,0,0,0,0
"ENSG00000198551",318,468,375,392,475,437,510,345
"ENSG00000268673",0,0,2,0,0,0,0,0
"ENSG00000176923",0,0,0,0,0,0,0,0
"ENSG00000105141",0,0,0,0,0,0,0,0
"ENSG00000267961",0,0,0,0,0,0,0,0
"ENSG00000064490",154,240,171,191,119,95,120,111
"ENSG00000141979",0,0,0,0,0,0,0,0
"ENSG00000267629",0,0,0,0,1,0,0,0
"ENSG00000268790",0,1,0,0,0,0,0,1
"ENSG00000268087",23,24,21,24,21,12,17,20
"ENSG00000105393",111,163,113,131,117,105,137,98
"ENSG00000130287",1207,1901,1234,1171,3464,2925,2864,2307
"ENSG00000105705",317,419,407,364,446,383,425,326
"ENSG00000064489",0,0,0,0,0,0,0,0
"ENSG00000105750",67,85,63,57,81,70,61,41
"ENSG00000160229",21,24,17,16,22,26,11,25
"ENSG00000268560",0,0,0,1,1,0,1,0
"ENSG00000268598",0,0,2,0,0,1,1,0
"ENSG00000269615",0,0,0,0,0,0,0,0
"ENSG00000130307",0,5,1,3,5,3,6,0
"ENSG00000269095",0,0,0,0,0,0,0,0
"ENSG00000269040",0,0,0,0,0,0,0,0
"ENSG00000268416",1,0,0,0,0,0,0,0
"ENSG00000160352",197,330,203,215,268,249,250,169
"ENSG00000269885",0,0,0,0,0,0,0,0
"ENSG00000268995",0,0,0,0,0,0,0,0
"ENSG00000268184",0,0,0,0,0,0,0,0
"ENSG00000268597",0,0,0,0,0,0,0,0
"ENSG00000105662",729,971,681,630,1085,821,963,941
"ENSG00000268438",2,0,3,0,0,0,0,1
"ENSG00000268272",1,0,0,0,0,0,0,0
"ENSG00000197134",0,2,0,0,0,0,1,1
"ENSG00000279404",0,1,2,0,0,0,1,1
"ENSG00000196350",0,0,0,0,0,0,0,0
"ENSG00000268116",0,0,0,0,0,0,0,0
"ENSG00000271182",0,0,0,0,0,0,0,0
"ENSG00000268117",0,1,0,0,3,0,2,1
"ENSG00000167487",239,385,302,283,291,227,235,266
"ENSG00000271095",0,0,0,0,0,0,0,0
"ENSG00000064545",140,250,191,170,100,96,110,89
"ENSG00000268892",0,0,0,0,0,0,0,0
"ENSG00000269796",0,0,0,0,0,0,0,0
"ENSG00000105676",416,571,331,344,528,461,492,383
"ENSG00000269373",0,0,0,0,0,0,0,2
"ENSG00000269138",0,0,0,0,0,0,0,0
"ENSG00000267886",8,9,13,12,23,14,18,6
"ENSG00000279377",0,1,0,0,0,0,0,0
"ENSG00000282732",0,0,0,0,0,0,0,0
"ENSG00000268830",0,0,0,0,0,0,0,0
"ENSG00000284428",32,59,45,38,48,70,44,43
"ENSG00000118620",80,160,94,108,107,121,127,88
"ENSG00000269012",0,0,0,0,0,0,0,0
"ENSG00000196109",2,1,0,0,0,0,0,0
"ENSG00000167232",365,594,531,445,780,741,789,559
"ENSG00000271661",0,0,0,0,0,0,0,0
"ENSG00000186529",1,0,1,0,0,1,0,0
"ENSG00000268794",0,0,0,0,0,0,0,0
"ENSG00000268362",88,135,115,94,162,140,124,137
"ENSG00000197372",107,150,116,117,237,164,157,132
"ENSG00000213996",5,9,12,5,3,1,1,0
"ENSG00000268278",0,0,0,0,0,0,0,0
"ENSG00000064607",1614,2338,1665,1552,2389,2283,2175,1877
"ENSG00000271655",0,0,0,0,0,0,0,0
"ENSG00000269431",0,0,0,1,0,0,1,0
"ENSG00000279966",0,0,0,0,0,0,0,0
"ENSG00000268140",1,0,0,0,0,2,0,0
"ENSG00000269458",0,0,0,0,0,0,0,0
"ENSG00000268992",0,0,0,0,0,0,1,1
"ENSG00000270518",0,0,0,0,0,0,0,0
"ENSG00000270191",0,0,0,0,0,0,0,0
"ENSG00000240522",3,2,3,2,1,3,6,4
"ENSG00000267872",0,0,0,0,0,0,0,0
"ENSG00000269110",0,0,0,0,0,0,0,0
"ENSG00000213999",0,0,2,0,1,0,0,1
"ENSG00000275201",0,0,0,0,0,0,0,0
"ENSG00000268105",0,5,1,2,1,0,1,0
"ENSG00000268535",1,0,0,0,0,0,0,0
"ENSG00000196705",261,370,255,209,249,278,287,207
"ENSG00000269307",0,0,0,0,0,0,0,0
"ENSG00000268079",1,0,0,0,0,0,0,0
"ENSG00000266951",0,0,0,0,0,0,0,0
"ENSG00000267696",0,0,0,0,0,0,0,0
"ENSG00000268717",0,0,0,0,0,0,0,0
"ENSG00000268148",0,0,0,0,0,0,0,0
"ENSG00000269742",0,0,0,0,0,0,0,0
"ENSG00000197360",0,0,0,0,0,0,0,0
"ENSG00000269839",0,0,0,0,0,0,0,0
"ENSG00000269471",0,0,0,0,0,0,0,1
"ENSG00000269575",0,0,0,0,0,0,0,0
"ENSG00000268058",0,0,0,0,0,0,0,1
"ENSG00000269345",0,0,0,0,0,0,0,0
"ENSG00000269505",0,0,0,0,0,0,0,0
"ENSG00000268469",0,1,0,0,0,0,0,0
"ENSG00000183850",32,43,32,21,30,27,31,32
"ENSG00000267006",2,1,2,1,3,0,3,0
"ENSG00000279425",7,19,4,3,11,10,6,11
"ENSG00000187664",0,0,0,0,0,0,0,0
"ENSG00000236312",1,0,0,0,0,1,0,0
"ENSG00000268433",0,0,0,0,0,0,0,0
"ENSG00000269067",0,1,2,0,0,0,3,1
"ENSG00000288072",0,0,0,0,0,0,0,0
"ENSG00000270479",2,0,1,0,1,2,0,0
"ENSG00000242291",0,0,0,0,0,0,0,0
"ENSG00000283201",0,0,0,0,0,0,0,0
"ENSG00000267433",0,0,0,0,0,0,0,0
"ENSG00000269136",0,0,0,0,1,0,0,0
"ENSG00000249987",0,0,0,0,0,0,0,0
"ENSG00000267320",0,0,0,0,0,0,0,0
"ENSG00000126249",45,47,32,53,71,54,80,47
"ENSG00000274503",0,0,0,0,0,0,0,0
"ENSG00000279882",0,0,0,0,0,0,0,0
"ENSG00000267258",0,0,0,0,0,0,0,0
"ENSG00000268908",0,0,0,0,0,0,0,0
"ENSG00000124302",185,343,162,169,23,53,56,42
"ENSG00000268696",0,0,0,0,0,0,0,2
"ENSG00000267934",8,18,11,2,14,16,10,10
"ENSG00000161249",0,1,1,1,0,0,0,0
"ENSG00000267692",2,4,0,1,1,6,0,1
"ENSG00000142279",265,386,285,255,358,274,300,335
"ENSG00000280282",0,0,0,0,0,0,0,0
"ENSG00000196357",29,51,35,32,59,43,50,39
"ENSG00000161558",78,100,72,100,100,115,124,143
"ENSG00000239253",0,0,0,0,0,0,0,0
"ENSG00000237440",190,244,191,209,302,295,333,287
"ENSG00000278543",0,0,0,0,0,1,0,0
"ENSG00000278895",0,0,0,0,0,0,0,0
"ENSG00000239210",0,0,0,0,0,0,0,1
"ENSG00000171570",0,0,0,0,0,0,0,0
"ENSG00000267920",0,2,2,0,0,0,2,4
"ENSG00000105176",390,499,369,394,319,313,401,278
"ENSG00000282951",2,0,2,3,4,3,5,5
"ENSG00000257074",0,1,0,0,0,0,0,0
"ENSG00000131116",657,864,563,711,1072,786,1000,793
"ENSG00000131941",314,440,364,341,24,17,17,15
"ENSG00000269858",57,112,88,56,123,87,75,78
"ENSG00000105767",1323,1779,1179,1259,1753,1713,1769,1487
"ENSG00000268797",0,0,0,0,0,0,0,0
"ENSG00000105738",402,682,495,401,791,857,1047,918
"ENSG00000267022",0,0,0,0,0,0,0,0
"ENSG00000168813",201,254,227,235,223,223,224,164
"ENSG00000011422",24,32,26,25,0,10,1,3
"ENSG00000269843",8,9,2,3,6,3,10,5
"ENSG00000279108",4,12,6,1,7,4,10,5
"ENSG00000268051",0,0,0,0,0,0,0,0
"ENSG00000178904",424,712,543,507,428,375,335,259
"ENSG00000160505",0,0,0,0,0,0,0,0
"ENSG00000124449",0,1,0,1,0,1,1,4
"ENSG00000105771",255,425,281,298,315,296,297,253
"ENSG00000255974",2,4,3,4,0,1,6,3
"ENSG00000287859",0,0,0,0,0,2,0,0
"ENSG00000189114",164,261,171,158,186,168,169,163
"ENSG00000266953",0,0,0,0,0,0,0,0
"ENSG00000198251",0,0,0,0,0,0,0,0
"ENSG00000269353",0,0,0,0,0,0,0,0
"ENSG00000161281",0,0,1,1,0,0,1,0
"ENSG00000268163",0,0,0,0,0,0,0,0
"ENSG00000197408",0,0,0,0,0,0,0,0
"ENSG00000105220",2289,3212,2169,2102,3594,3212,3575,2785
"ENSG00000104879",6,3,6,3,15,12,9,8
"ENSG00000279405",0,0,0,0,0,0,0,0
